ts,message
2025-07-24T02:28:25.6398543Z,Shifting ladder up to start 20.76
2025-07-24T02:28:25.6400362Z,Placing ladder from 20.76
2025-07-24T02:28:26.3121034Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:26.3289207Z,Placing ladder from 20.75
2025-07-24T02:28:26.7211610Z,Shifting ladder up to start 20.75
2025-07-24T02:28:26.7213014Z,Placing ladder from 20.75
2025-07-24T02:28:26.7833197Z,Shifting ladder up to start 20.76
2025-07-24T02:28:26.7834111Z,Placing ladder from 20.76
2025-07-24T02:28:27.2506382Z,Shifting ladder down to start 20.75
2025-07-24T02:28:27.2507617Z,Placing ladder from 20.75
2025-07-24T02:28:28.0611240Z,Shifting ladder down to start 20.74
2025-07-24T02:28:28.0612562Z,Placing ladder from 20.74
2025-07-24T02:28:28.0761008Z,Shifting ladder up to start 20.75
2025-07-24T02:28:28.0761917Z,Placing ladder from 20.75
2025-07-24T02:28:28.1541861Z,Shifting ladder down to start 20.74
2025-07-24T02:28:28.1543160Z,Placing ladder from 20.74
2025-07-24T02:28:28.2658320Z,Shifting ladder up to start 20.75
2025-07-24T02:28:28.2659472Z,Placing ladder from 20.75
2025-07-24T02:28:28.2811444Z,Shifting ladder down to start 20.74
2025-07-24T02:28:28.2812379Z,Placing ladder from 20.74
2025-07-24T02:28:28.6920925Z,Shifting ladder up to start 20.75
2025-07-24T02:28:28.6923199Z,Placing ladder from 20.75
2025-07-24T02:28:29.0828882Z,Shifting ladder down to start 20.74
2025-07-24T02:28:29.0829554Z,Placing ladder from 20.74
2025-07-24T02:28:29.2418492Z,Shifting ladder down to start 20.73
2025-07-24T02:28:29.2419952Z,Placing ladder from 20.73
2025-07-24T02:28:29.5527893Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:29.5678584Z,Placing ladder from 20.72
2025-07-24T02:28:29.7256229Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:29.7408897Z,Placing ladder from 20.71
2025-07-24T02:28:29.7728387Z,Shifting ladder up to start 20.72
2025-07-24T02:28:29.7730838Z,Placing ladder from 20.72
2025-07-24T02:28:29.9909611Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:30.0076903Z,Placing ladder from 20.71
2025-07-24T02:28:30.0702076Z,Shifting ladder up to start 20.72
2025-07-24T02:28:30.0704193Z,Placing ladder from 20.72
2025-07-24T02:28:30.1327396Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:30.1481859Z,Placing ladder from 20.71
2025-07-24T02:28:30.1799297Z,Shifting ladder up to start 20.72
2025-07-24T02:28:30.1801101Z,Placing ladder from 20.72
2025-07-24T02:28:30.2265016Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:30.2421960Z,Placing ladder from 20.71
2025-07-24T02:28:30.4302962Z,Shifting ladder down to start 20.70
2025-07-24T02:28:30.4305879Z,Placing ladder from 20.70
2025-07-24T02:28:30.4460567Z,Shifting ladder up to start 20.71
2025-07-24T02:28:30.4462453Z,Placing ladder from 20.71
2025-07-24T02:28:30.7283219Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:30.7439481Z,Placing ladder from 20.71
2025-07-24T02:28:30.8369063Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:30.8526332Z,Placing ladder from 20.70
2025-07-24T02:28:31.1038285Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:31.1197983Z,Placing ladder from 20.68
2025-07-24T02:28:31.1669504Z,Shifting ladder up to start 20.69
2025-07-24T02:28:31.1670746Z,Placing ladder from 20.69
2025-07-24T02:28:31.2464337Z,Shifting ladder down to start 20.68
2025-07-24T02:28:31.2465303Z,Placing ladder from 20.68
2025-07-24T02:28:31.3250798Z,Shifting ladder up to start 20.69
2025-07-24T02:28:31.3252419Z,Placing ladder from 20.69
2025-07-24T02:28:31.3556726Z,Shifting ladder up to start 20.70
2025-07-24T02:28:31.3559252Z,Placing ladder from 20.70
2025-07-24T02:28:31.4968844Z,Shifting ladder down to start 20.69
2025-07-24T02:28:31.4971184Z,Placing ladder from 20.69
2025-07-24T02:28:31.5598578Z,Shifting ladder down to start 20.68
2025-07-24T02:28:31.5599905Z,Placing ladder from 20.68
2025-07-24T02:28:31.7009674Z,Shifting ladder down to start 20.67
2025-07-24T02:28:31.7010447Z,Placing ladder from 20.67
2025-07-24T02:28:31.7946509Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:31.8107625Z,Placing ladder from 20.66
2025-07-24T02:28:31.9819993Z,Shifting ladder up to start 20.66
2025-07-24T02:28:31.9821707Z,Placing ladder from 20.66
2025-07-24T02:28:31.9976342Z,Shifting ladder up to start 20.67
2025-07-24T02:28:31.9977609Z,Placing ladder from 20.67
2025-07-24T02:28:32.0125807Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:32.0294001Z,Placing ladder from 20.67
2025-07-24T02:28:32.1078038Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:32.1235584Z,Placing ladder from 20.66
2025-07-24T02:28:32.2489071Z,Shifting ladder up to start 20.67
2025-07-24T02:28:32.2491349Z,Placing ladder from 20.67
2025-07-24T02:28:32.3743167Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:32.3889094Z,Placing ladder from 20.66
2025-07-24T02:28:32.8745219Z,Shifting ladder down to start 20.65
2025-07-24T02:28:32.8747484Z,Placing ladder from 20.65
2025-07-24T02:28:33.1070164Z,Shifting ladder up to start 20.65
2025-07-24T02:28:33.1070536Z,Placing ladder from 20.65
2025-07-24T02:28:33.2164861Z,Shifting ladder up to start 20.66
2025-07-24T02:28:33.2165167Z,Placing ladder from 20.66
2025-07-24T02:28:33.4839581Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:33.5002900Z,Placing ladder from 20.65
2025-07-24T02:28:33.7827459Z,Shifting ladder down to start 20.64
2025-07-24T02:28:33.7828635Z,Placing ladder from 20.64
2025-07-24T02:28:33.7989519Z,Shifting ladder up to start 20.65
2025-07-24T02:28:33.7991944Z,Placing ladder from 20.65
2025-07-24T02:28:33.8927994Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:33.9084084Z,Placing ladder from 20.64
2025-07-24T02:28:34.0017139Z,Shifting ladder up to start 20.65
2025-07-24T02:28:34.0019192Z,Placing ladder from 20.65
2025-07-24T02:28:34.0962767Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:34.1117332Z,Placing ladder from 20.63
2025-07-24T02:28:34.3154421Z,Shifting ladder up to start 20.64
2025-07-24T02:28:34.3156702Z,Placing ladder from 20.64
2025-07-24T02:28:34.3310693Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:34.3466052Z,Placing ladder from 20.63
2025-07-24T02:28:34.6303910Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:34.6462047Z,Placing ladder from 20.62
2025-07-24T02:28:34.6767419Z,Shifting ladder up to start 20.62
2025-07-24T02:28:34.6768959Z,Placing ladder from 20.62
2025-07-24T02:28:34.8792715Z,Shifting ladder up to start 20.63
2025-07-24T02:28:34.8793987Z,Placing ladder from 20.63
2025-07-24T02:28:34.9108183Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:34.9265647Z,Placing ladder from 20.62
2025-07-24T02:28:35.0038362Z,Shifting ladder up to start 20.63
2025-07-24T02:28:35.0040782Z,Placing ladder from 20.63
2025-07-24T02:28:35.0976781Z,Shifting ladder down to start 20.62
2025-07-24T02:28:35.0979027Z,Placing ladder from 20.62
2025-07-24T02:28:35.1128279Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:35.1282137Z,Placing ladder from 20.62
2025-07-24T02:28:35.1440692Z,Shifting ladder up to start 20.63
2025-07-24T02:28:35.1441090Z,Placing ladder from 20.63
2025-07-24T02:28:35.7510104Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:35.7663095Z,Placing ladder from 20.61
2025-07-24T02:28:36.2030493Z,Shifting ladder up to start 20.62
2025-07-24T02:28:36.2032399Z,Placing ladder from 20.62
2025-07-24T02:28:36.2663869Z,Shifting ladder down to start 20.61
2025-07-24T02:28:36.2665986Z,Placing ladder from 20.61
2025-07-24T02:28:36.3123404Z,Shifting ladder up to start 20.62
2025-07-24T02:28:36.3125184Z,Placing ladder from 20.62
2025-07-24T02:28:36.4375738Z,Shifting ladder up to start 20.63
2025-07-24T02:28:36.4376595Z,Placing ladder from 20.63
2025-07-24T02:28:36.4532784Z,Shifting ladder up to start 20.63
2025-07-24T02:28:36.4533527Z,Placing ladder from 20.63
2025-07-24T02:28:36.5151736Z,Shifting ladder down to start 20.62
2025-07-24T02:28:36.5152699Z,Placing ladder from 20.62
2025-07-24T02:28:36.5626411Z,Shifting ladder up to start 20.63
2025-07-24T02:28:36.5628031Z,Placing ladder from 20.63
2025-07-24T02:28:36.9370954Z,Shifting ladder up to start 20.64
2025-07-24T02:28:36.9373068Z,Placing ladder from 20.64
2025-07-24T02:28:37.0329735Z,Shifting ladder down to start 20.63
2025-07-24T02:28:37.0330678Z,Placing ladder from 20.63
2025-07-24T02:28:38.1292572Z,Shifting ladder up to start 20.64
2025-07-24T02:28:38.1293700Z,Placing ladder from 20.64
2025-07-24T02:28:38.1612855Z,Shifting ladder down to start 20.63
2025-07-24T02:28:38.1613587Z,Placing ladder from 20.63
2025-07-24T02:28:38.1768696Z,Shifting ladder up to start 20.64
2025-07-24T02:28:38.1769694Z,Placing ladder from 20.64
2025-07-24T02:28:38.3939028Z,Shifting ladder up to start 20.62
2025-07-24T02:28:38.3939741Z,Placing ladder from 20.62
2025-07-24T02:28:38.4095599Z,Shifting ladder up to start 20.63
2025-07-24T02:28:38.4097704Z,Placing ladder from 20.63
2025-07-24T02:28:38.4253553Z,Shifting ladder up to start 20.64
2025-07-24T02:28:38.4254122Z,Placing ladder from 20.64
2025-07-24T02:28:38.5524969Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:38.5673454Z,Placing ladder from 20.63
2025-07-24T02:28:38.8339054Z,Shifting ladder up to start 20.64
2025-07-24T02:28:38.8339816Z,Placing ladder from 20.64
2025-07-24T02:28:39.5369641Z,Shifting ladder up to start 20.65
2025-07-24T02:28:39.5370844Z,Placing ladder from 20.65
2025-07-24T02:28:39.6461665Z,Shifting ladder up to start 20.66
2025-07-24T02:28:39.6463168Z,Placing ladder from 20.66
2025-07-24T02:28:39.6622923Z,Shifting ladder up to start 20.67
2025-07-24T02:28:39.6624326Z,Placing ladder from 20.67
2025-07-24T02:28:39.6775089Z,Shifting ladder up to start 20.68
2025-07-24T02:28:39.6776440Z,Placing ladder from 20.68
2025-07-24T02:28:39.7391463Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:39.7551746Z,Placing ladder from 20.65
2025-07-24T02:28:39.7711390Z,Shifting ladder up to start 20.66
2025-07-24T02:28:39.7711980Z,Placing ladder from 20.66
2025-07-24T02:28:39.7860012Z,Shifting ladder up to start 20.67
2025-07-24T02:28:39.7860569Z,Placing ladder from 20.67
2025-07-24T02:28:39.8953567Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:39.9113497Z,Placing ladder from 20.66
2025-07-24T02:28:40.0061083Z,Shifting ladder up to start 20.67
2025-07-24T02:28:40.0063035Z,Placing ladder from 20.67
2025-07-24T02:28:40.2089092Z,Shifting ladder up to start 20.67
2025-07-24T02:28:40.2090393Z,Placing ladder from 20.67
2025-07-24T02:28:40.3029577Z,Shifting ladder up to start 20.67
2025-07-24T02:28:40.3030685Z,Placing ladder from 20.67
2025-07-24T02:28:40.3340477Z,Shifting ladder up to start 20.68
2025-07-24T02:28:40.3341943Z,Placing ladder from 20.68
2025-07-24T02:28:40.4142104Z,Shifting ladder down to start 20.67
2025-07-24T02:28:40.4144260Z,Placing ladder from 20.67
2025-07-24T02:28:40.4449903Z,Shifting ladder up to start 20.68
2025-07-24T02:28:40.4451056Z,Placing ladder from 20.68
2025-07-24T02:28:40.5697021Z,Shifting ladder up to start 20.69
2025-07-24T02:28:40.5698265Z,Placing ladder from 20.69
2025-07-24T02:28:40.7441558Z,Shifting ladder up to start 20.69
2025-07-24T02:28:40.7442617Z,Placing ladder from 20.69
2025-07-24T02:28:40.8223607Z,Shifting ladder up to start 20.70
2025-07-24T02:28:40.8224780Z,Placing ladder from 20.70
2025-07-24T02:28:40.8377482Z,Shifting ladder up to start 20.71
2025-07-24T02:28:40.8379271Z,Placing ladder from 20.71
2025-07-24T02:28:40.8532710Z,Shifting ladder up to start 20.72
2025-07-24T02:28:40.8534924Z,Placing ladder from 20.72
2025-07-24T02:28:40.8846357Z,Shifting ladder up to start 20.73
2025-07-24T02:28:40.8846978Z,Placing ladder from 20.73
2025-07-24T02:28:40.9630792Z,Shifting ladder up to start 20.74
2025-07-24T02:28:40.9632564Z,Placing ladder from 20.74
2025-07-24T02:28:40.9949093Z,Shifting ladder up to start 20.75
2025-07-24T02:28:40.9950205Z,Placing ladder from 20.75
2025-07-24T02:28:41.3858075Z,Shifting ladder down to start 20.74
2025-07-24T02:28:41.3860537Z,Placing ladder from 20.74
2025-07-24T02:28:41.4318232Z,Shifting ladder up to start 20.75
2025-07-24T02:28:41.4320190Z,Placing ladder from 20.75
2025-07-24T02:28:41.4938298Z,Shifting ladder down to start 20.74
2025-07-24T02:28:41.4939134Z,Placing ladder from 20.74
2025-07-24T02:28:41.5103623Z,Shifting ladder up to start 20.75
2025-07-24T02:28:41.5104852Z,Placing ladder from 20.75
2025-07-24T02:28:41.8098907Z,Shifting ladder up to start 20.76
2025-07-24T02:28:41.8099897Z,Placing ladder from 20.76
2025-07-24T02:28:42.2789336Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:42.2947883Z,Placing ladder from 20.74
2025-07-24T02:28:42.3420463Z,Shifting ladder up to start 20.74
2025-07-24T02:28:42.3421310Z,Placing ladder from 20.74
2025-07-24T02:28:42.3733488Z,Shifting ladder up to start 20.75
2025-07-24T02:28:42.3735246Z,Placing ladder from 20.75
2025-07-24T02:28:42.4039633Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:42.4188900Z,Placing ladder from 20.74
2025-07-24T02:28:42.4344719Z,Shifting ladder up to start 20.75
2025-07-24T02:28:42.4346244Z,Placing ladder from 20.75
2025-07-24T02:28:42.7329485Z,Shifting ladder up to start 20.75
2025-07-24T02:28:42.7329964Z,Placing ladder from 20.75
2025-07-24T02:28:42.9362663Z,Shifting ladder up to start 20.76
2025-07-24T02:28:42.9365466Z,Placing ladder from 20.76
2025-07-24T02:28:42.9829019Z,Shifting ladder down to start 20.75
2025-07-24T02:28:42.9830454Z,Placing ladder from 20.75
2025-07-24T02:28:43.0302708Z,Shifting ladder up to start 20.76
2025-07-24T02:28:43.0304183Z,Placing ladder from 20.76
2025-07-24T02:28:43.2657448Z,Shifting ladder down to start 20.75
2025-07-24T02:28:43.2660320Z,Placing ladder from 20.75
2025-07-24T02:28:43.3134405Z,Shifting ladder up to start 20.76
2025-07-24T02:28:43.3135748Z,Placing ladder from 20.76
2025-07-24T02:28:43.4391707Z,Shifting ladder up to start 20.77
2025-07-24T02:28:43.4393089Z,Placing ladder from 20.77
2025-07-24T02:28:43.6593931Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:43.6748771Z,Placing ladder from 20.76
2025-07-24T02:28:43.6910786Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:43.7065203Z,Placing ladder from 20.74
2025-07-24T02:28:43.7222505Z,Shifting ladder up to start 20.75
2025-07-24T02:28:43.7224233Z,Placing ladder from 20.75
2025-07-24T02:28:43.8963416Z,Shifting ladder up to start 20.76
2025-07-24T02:28:43.8965461Z,Placing ladder from 20.76
2025-07-24T02:28:43.9576414Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:43.9728101Z,Placing ladder from 20.75
2025-07-24T02:28:44.0502232Z,Shifting ladder up to start 20.76
2025-07-24T02:28:44.0502810Z,Placing ladder from 20.76
2025-07-24T02:28:44.1734439Z,Shifting ladder up to start 20.77
2025-07-24T02:28:44.1735056Z,Placing ladder from 20.77
2025-07-24T02:28:44.2985307Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:44.3134147Z,Placing ladder from 20.75
2025-07-24T02:28:44.4878588Z,Shifting ladder up to start 20.76
2025-07-24T02:28:44.4879513Z,Placing ladder from 20.76
2025-07-24T02:28:44.5963776Z,Shifting ladder down to start 20.75
2025-07-24T02:28:44.5965034Z,Placing ladder from 20.75
2025-07-24T02:28:44.7666388Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:44.7823289Z,Placing ladder from 20.75
2025-07-24T02:28:44.9402322Z,Shifting ladder up to start 20.76
2025-07-24T02:28:44.9403695Z,Placing ladder from 20.76
2025-07-24T02:28:44.9552930Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:44.9713567Z,Placing ladder from 20.74
2025-07-24T02:28:45.0632617Z,Shifting ladder up to start 20.75
2025-07-24T02:28:45.0633491Z,Placing ladder from 20.75
2025-07-24T02:28:45.1101828Z,Shifting ladder down to start 20.74
2025-07-24T02:28:45.1103089Z,Placing ladder from 20.74
2025-07-24T02:28:45.4853956Z,Shifting ladder down to start 20.73
2025-07-24T02:28:45.4855544Z,Placing ladder from 20.73
2025-07-24T02:28:45.6722619Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:45.6875886Z,Placing ladder from 20.72
2025-07-24T02:28:45.9680645Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:45.9832219Z,Placing ladder from 20.71
2025-07-24T02:28:46.0623264Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:46.0771373Z,Placing ladder from 20.70
2025-07-24T02:28:46.1703049Z,Shifting ladder up to start 20.71
2025-07-24T02:28:46.1705502Z,Placing ladder from 20.71
2025-07-24T02:28:46.2174806Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:46.2324096Z,Placing ladder from 20.70
2025-07-24T02:28:46.3121407Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:46.3275415Z,Placing ladder from 20.69
2025-07-24T02:28:46.3434842Z,Shifting ladder up to start 20.70
2025-07-24T02:28:46.3436567Z,Placing ladder from 20.70
2025-07-24T02:28:46.4070701Z,Shifting ladder down to start 20.69
2025-07-24T02:28:46.4072179Z,Placing ladder from 20.69
2025-07-24T02:28:46.4224735Z,Shifting ladder up to start 20.70
2025-07-24T02:28:46.4227536Z,Placing ladder from 20.70
2025-07-24T02:28:46.5321852Z,Shifting ladder down to start 20.69
2025-07-24T02:28:46.5323154Z,Placing ladder from 20.69
2025-07-24T02:28:46.5476664Z,Shifting ladder up to start 20.70
2025-07-24T02:28:46.5477420Z,Placing ladder from 20.70
2025-07-24T02:28:46.5791064Z,Shifting ladder down to start 20.69
2025-07-24T02:28:46.5793115Z,Placing ladder from 20.69
2025-07-24T02:28:46.5950644Z,Shifting ladder up to start 20.70
2025-07-24T02:28:46.5952088Z,Placing ladder from 20.70
2025-07-24T02:28:46.7523797Z,Shifting ladder down to start 20.69
2025-07-24T02:28:46.7525500Z,Placing ladder from 20.69
2025-07-24T02:28:48.6482471Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:28:48.6635496Z,Placing ladder from 20.68
2025-07-24T02:28:48.6953137Z,Shifting ladder up to start 20.69
2025-07-24T02:28:48.6954020Z,Placing ladder from 20.69
2025-07-24T02:29:51.8061313Z,Flattening 279 @ market (bid=19.32, vwap=20.91)
2025-07-24T02:29:51.8063737Z,Shifting ladder down to start 20.68
2025-07-24T02:29:51.8064678Z,Placing ladder from 20.68
2025-07-24T02:29:51.8067487Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:29:51.8375107Z,Placing ladder from 19.34
2025-07-24T02:29:51.9325742Z,Shifting ladder up to start 19.35
2025-07-24T02:29:51.9326779Z,Placing ladder from 19.35
2025-07-24T02:29:52.3543341Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:29:52.3696754Z,Placing ladder from 19.34
2025-07-24T02:29:52.7737360Z,Shifting ladder up to start 19.35
2025-07-24T02:29:52.7738201Z,Placing ladder from 19.35
2025-07-24T02:29:53.3064913Z,Shifting ladder down to start 19.34
2025-07-24T02:29:53.3065653Z,Placing ladder from 19.34
2025-07-24T02:29:53.7886951Z,Shifting ladder down to start 19.33
2025-07-24T02:29:53.7888489Z,Placing ladder from 19.33
2025-07-24T02:29:53.8195570Z,Shifting ladder up to start 19.34
2025-07-24T02:29:53.8196880Z,Placing ladder from 19.34
2025-07-24T02:29:54.1644986Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:29:54.1800031Z,Placing ladder from 19.33
2025-07-24T02:29:54.2897027Z,Shifting ladder down to start 19.32
2025-07-24T02:29:54.2897486Z,Placing ladder from 19.32
2025-07-24T02:29:54.3057230Z,Shifting ladder up to start 19.33
2025-07-24T02:29:54.3058292Z,Placing ladder from 19.33
2025-07-24T02:29:54.4314838Z,Shifting ladder down to start 19.32
2025-07-24T02:29:54.4315749Z,Placing ladder from 19.32
2025-07-24T02:29:54.4628871Z,Shifting ladder up to start 19.32
2025-07-24T02:29:54.4630135Z,Placing ladder from 19.32
2025-07-24T02:29:55.4686283Z,Shifting ladder up to start 19.31
2025-07-24T02:29:55.4687309Z,Placing ladder from 19.31
2025-07-24T02:29:55.4844336Z,Shifting ladder up to start 19.32
2025-07-24T02:29:55.4845643Z,Placing ladder from 19.32
2025-07-24T02:29:55.7512964Z,Shifting ladder up to start 19.32
2025-07-24T02:29:55.7514436Z,Placing ladder from 19.32
2025-07-24T02:29:55.8281901Z,Shifting ladder up to start 19.33
2025-07-24T02:29:55.8283989Z,Placing ladder from 19.33
2025-07-24T02:29:56.1398015Z,Shifting ladder up to start 19.34
2025-07-24T02:29:56.1400543Z,Placing ladder from 19.34
2025-07-24T02:29:56.3728927Z,Shifting ladder up to start 19.35
2025-07-24T02:29:56.3730163Z,Placing ladder from 19.35
2025-07-24T02:29:56.7803527Z,Got touched ‑ cancelling ladder to stay flat
2025-07-24T02:29:56.7952211Z,Placing ladder from 19.34
2025-07-24T02:29:56.8114955Z,Shifting ladder up to start 19.35
2025-07-24T02:29:56.8115682Z,Placing ladder from 19.35
2025-07-24T02:29:57.0447937Z,Shifting ladder down to start 19.34
2025-07-24T02:29:57.0450191Z,Placing ladder from 19.34
2025-07-24T02:29:57.0774676Z,Shifting ladder up to start 19.35
2025-07-24T02:29:57.0775994Z,Placing ladder from 19.35
2025-07-24T02:29:57.0917876Z,Shifting ladder up to start 19.35
2025-07-24T02:29:57.0918624Z,Placing ladder from 19.35
2025-07-24T02:29:57.2489873Z,Shifting ladder down to start 19.34
