ts,orderId,execType,side,price,lastQty,leaves
2025-07-24T02:26:12.9892953Z,648b07e7-b9b1-49f5-893e-5c93f57f96b7,Trade,Sell,20.00,375,0
2025-07-24T02:26:12.9892953Z,86fcdac9-5245-448e-8033-31cef104e94a,Trade,Sell,20.00,613,0
2025-07-24T02:26:12.9892953Z,6b075da9-2a54-4b55-bf7c-61a5e815ca01,Trade,Sell,20.00,82,0
2025-07-24T02:26:12.9892953Z,1491b01b-174a-4525-b1fe-e3d84d673157,Trade,Sell,20.00,2184,0
2025-07-24T02:26:12.9892953Z,b3f365da-52be-48c9-a19d-40ccc1eeef17,Trade,Sell,20.01,895,1605
2025-07-24T02:26:12.9992953Z,1d5ae5a6-1766-46e7-8cb6-d8a1c75a8555,Trade,Buy,19.99,5164,2427
2025-07-24T02:26:13.0092953Z,ed267c43-dbf6-4c2c-8abe-ec8147c1cfc0,New,Buy,19.99,0,6236
2025-07-24T02:26:13.0192953Z,ea56496f-fe29-4c87-841f-88089dde9747,New,Buy,19.99,0,554
2025-07-24T02:26:13.0292953Z,f01649fe-43a9-48a8-a335-1d2cace3ac4f,New,Buy,19.98,0,492
2025-07-24T02:26:13.0392953Z,0ec3fbb2-c015-4133-8979-57c2d86c10cc,New,Sell,20.02,0,558
2025-07-24T02:26:13.0492953Z,1d5ae5a6-1766-46e7-8cb6-d8a1c75a8555,Trade,Buy,19.99,2427,0
2025-07-24T02:26:13.0492953Z,ed267c43-dbf6-4c2c-8abe-ec8147c1cfc0,Trade,Buy,19.99,880,5356
2025-07-24T02:26:13.0592953Z,2205d048-365b-45fb-b4f6-fe2b6dfdf2dc,New,Buy,19.99,0,1991
2025-07-24T02:26:13.0692953Z,0745a432-62d4-420a-bdac-1ab427c4a086,New,Sell,20.00,0,1873
2025-07-24T02:26:13.0792953Z,a44f72af-99ed-4705-87a0-981a1c8c9912,New,Sell,20.00,0,1135
2025-07-24T02:26:13.0892953Z,3a459927-ab62-421e-8763-fbe557a59ab4,New,Buy,19.99,0,1227
2025-07-24T02:26:13.0892953Z,306da4aa-0d80-45de-a5a6-0ad35f4bd605,Cancel,Sell,20.02,0,0
2025-07-24T02:26:13.0992953Z,0745a432-62d4-420a-bdac-1ab427c4a086,Trade,Sell,20.00,356,1517
2025-07-24T02:26:13.1092953Z,4eba0c2b-e7bd-4386-b538-01fa7ba5707e,New,Buy,19.99,0,269
2025-07-24T02:26:13.1192953Z,a44f72af-99ed-4705-87a0-981a1c8c9912,Trade,Sell,20.00,1135,0
2025-07-24T02:26:13.1192953Z,0745a432-62d4-420a-bdac-1ab427c4a086,Trade,Sell,20.00,1517,0
2025-07-24T02:26:13.1192953Z,4cc92499-2a35-48f3-8a9f-26509c55bc91,Trade,Sell,20.01,371,2129
2025-07-24T02:26:13.1292953Z,ea56496f-fe29-4c87-841f-88089dde9747,Trade,Buy,19.99,147,407
2025-07-24T02:26:13.1392953Z,1edaf902-0942-462a-95f4-37fac714d914,New,Sell,20.01,0,384
2025-07-24T02:26:13.1492953Z,57332664-56df-41b3-8347-19fe582d485d,New,Sell,20.02,0,1044
2025-07-24T02:26:13.1592953Z,aa66f85c-e5ef-44c4-9ce1-73e228ea696d,New,Buy,19.99,0,2909
2025-07-24T02:26:13.1692953Z,ed267c43-dbf6-4c2c-8abe-ec8147c1cfc0,Trade,Buy,19.99,4550,806
2025-07-24T02:26:13.1692953Z,7ec4630e-0792-4de1-9e48-1c03d12bc622,Cancel,Buy,19.95,0,0
2025-07-24T02:26:13.1792953Z,3bb56126-e51d-42ec-85a6-55185cc92044,New,Sell,20.01,0,1098
2025-07-24T02:26:13.1792953Z,4c843058-e762-4472-8d94-1c220a98963a,Cancel,Buy,19.96,0,0
2025-07-24T02:26:13.1892953Z,484c39ac-2bd4-4550-9833-d60b3dd56097,New,Sell,20.00,0,2675
2025-07-24T02:26:13.1992953Z,dcb6eade-4ed5-44bb-8974-28da2e3c0976,New,Buy,19.98,0,3340
2025-07-24T02:26:13.1992953Z,92fa6c34-b732-471e-917f-c9ee8287a1bc,Cancel,Sell,20.07,0,0
2025-07-24T02:26:13.2092953Z,b0f975c2-a5b6-4996-b551-6af79ae4e6b1,New,Sell,20.01,0,830
2025-07-24T02:26:13.2192953Z,5b40e01d-3eff-4c4f-8e22-80ea753911bc,New,Sell,20.00,0,208
2025-07-24T02:26:13.2292953Z,d6b746e4-d799-4449-be1a-99bfff8cdc32,New,Sell,20.00,0,5350
2025-07-24T02:26:13.2392953Z,2205d048-365b-45fb-b4f6-fe2b6dfdf2dc,Trade,Buy,19.99,705,1286
2025-07-24T02:26:13.2492953Z,3a459927-ab62-421e-8763-fbe557a59ab4,Trade,Buy,19.99,442,785
2025-07-24T02:26:13.2592953Z,b204f69b-d5c3-42b3-9445-95414a2e7c53,New,Buy,19.99,0,180
2025-07-24T02:26:13.2592953Z,03386b84-03fe-4ef5-9260-cdefea1c7776,Cancel,Sell,20.05,0,0
2025-07-24T02:26:13.2692953Z,db6a2cd5-be65-4498-a44a-40132534405d,New,Buy,19.99,0,509
2025-07-24T02:26:13.2792953Z,4eba0c2b-e7bd-4386-b538-01fa7ba5707e,Trade,Buy,19.99,76,193
2025-07-24T02:26:13.2792953Z,3d3fd739-e969-4a5c-b160-f949dc371040,Cancel,Sell,20.03,0,0
2025-07-24T02:26:13.2892953Z,79094bac-38d5-495f-a12d-7e31f02b42dd,New,Sell,20.00,0,262
2025-07-24T02:26:13.2992953Z,484c39ac-2bd4-4550-9833-d60b3dd56097,Trade,Sell,20.00,201,2474
2025-07-24T02:26:13.2992953Z,55834569-a294-452b-be92-3b12602c6b27,Cancel,Buy,19.94,0,0
2025-07-24T02:26:13.3092953Z,b1ac08ac-c318-4ac4-abfc-847f6c0e1321,New,Buy,19.99,0,3209
2025-07-24T02:26:13.3092953Z,a17513af-b956-4423-8b0a-e293f31af188,Cancel,Buy,19.94,0,0
2025-07-24T02:26:13.3192953Z,ea56496f-fe29-4c87-841f-88089dde9747,Trade,Buy,19.99,407,0
2025-07-24T02:26:13.3192953Z,aa66f85c-e5ef-44c4-9ce1-73e228ea696d,Trade,Buy,19.99,2299,610
2025-07-24T02:26:13.3292953Z,e9174b69-7114-406b-a64e-9a424fd5b0a9,New,Sell,20.00,0,1111
2025-07-24T02:26:13.3392953Z,ed267c43-dbf6-4c2c-8abe-ec8147c1cfc0,Trade,Buy,19.99,806,0
2025-07-24T02:26:13.3392953Z,2205d048-365b-45fb-b4f6-fe2b6dfdf2dc,Trade,Buy,19.99,1286,0
2025-07-24T02:26:13.3392953Z,3a459927-ab62-421e-8763-fbe557a59ab4,Trade,Buy,19.99,785,0
2025-07-24T02:26:13.3392953Z,b204f69b-d5c3-42b3-9445-95414a2e7c53,Trade,Buy,19.99,180,0
2025-07-24T02:26:13.3392953Z,db6a2cd5-be65-4498-a44a-40132534405d,Trade,Buy,19.99,509,0
2025-07-24T02:26:13.3392953Z,4eba0c2b-e7bd-4386-b538-01fa7ba5707e,Trade,Buy,19.99,107,86
2025-07-24T02:26:13.3492953Z,5b40e01d-3eff-4c4f-8e22-80ea753911bc,Trade,Sell,20.00,208,0
2025-07-24T02:26:13.3492953Z,d6b746e4-d799-4449-be1a-99bfff8cdc32,Trade,Sell,20.00,1099,4251
2025-07-24T02:26:13.3492953Z,a052e86f-8840-4a0a-b8b4-3db665ac3e33,Cancel,Buy,19.90,0,0
2025-07-24T02:26:13.3492953Z,b1ac08ac-c318-4ac4-abfc-847f6c0e1321,Cancel,Buy,19.99,0,0
2025-07-24T02:26:13.3592953Z,d035a2b5-ea83-472c-b00f-7060c9e7f8f6,New,Sell,20.01,0,708
2025-07-24T02:26:13.3592953Z,252087a0-c6a1-43d4-9301-ea32afeed2e5,Cancel,Buy,19.95,0,0
2025-07-24T02:26:13.3692953Z,b78d4c15-db30-4145-a521-56c92f724903,New,Buy,19.98,0,445
2025-07-24T02:26:13.3692953Z,722c3ee1-9444-4309-869d-a57780353f5d,Cancel,Sell,20.05,0,0
2025-07-24T02:26:13.3692953Z,c5f491d7-4155-47de-a9b6-3a53e8722da8,Cancel,Sell,20.06,0,0
2025-07-24T02:26:13.3792953Z,e5617509-d1a1-4f4f-a3cb-3ff245dfdf0d,New,Sell,20.02,0,635
2025-07-24T02:26:13.3892953Z,aa66f85c-e5ef-44c4-9ce1-73e228ea696d,Trade,Buy,19.99,102,508
2025-07-24T02:26:13.3992953Z,79094bac-38d5-495f-a12d-7e31f02b42dd,Trade,Sell,20.00,262,0
2025-07-24T02:26:13.3992953Z,484c39ac-2bd4-4550-9833-d60b3dd56097,Trade,Sell,20.00,879,1595
2025-07-24T02:26:13.4092953Z,4eba0c2b-e7bd-4386-b538-01fa7ba5707e,Trade,Buy,19.99,86,0
2025-07-24T02:26:13.4092953Z,aa66f85c-e5ef-44c4-9ce1-73e228ea696d,Trade,Buy,19.99,508,0
2025-07-24T02:26:13.4092953Z,f80e3896-b47d-4cd8-873a-a1cdc83d94fe,Trade,Buy,19.99,1008,1492
2025-07-24T02:26:13.4092953Z,49f7a808-991c-4528-aa49-bc08ad84c66a,Cancel,Buy,19.92,0,0
2025-07-24T02:26:13.4192953Z,414d277f-ded4-4685-9a7a-5404fc750b3f,Trade,Buy,19.98,97,2403
2025-07-24T02:26:13.4292953Z,fbc07abe-2218-46f1-87fb-57ae36f006c7,New,Buy,19.99,0,11871
2025-07-24T02:26:13.4392953Z,e9174b69-7114-406b-a64e-9a424fd5b0a9,Trade,Sell,20.00,476,635
2025-07-24T02:26:13.4492953Z,9a195cb8-1bf4-46eb-9cb6-be7ba59c0323,New,Buy,19.99,0,2614
2025-07-24T02:26:13.4592953Z,d6b746e4-d799-4449-be1a-99bfff8cdc32,Trade,Sell,20.00,3600,651
2025-07-24T02:26:13.4692953Z,61d2a9d5-33c0-4d33-b4aa-e2d720b179e1,New,Sell,20.04,0,3361
2025-07-24T02:26:13.4792953Z,fbc07abe-2218-46f1-87fb-57ae36f006c7,Trade,Buy,19.99,2609,9262
2025-07-24T02:26:13.4892953Z,9a195cb8-1bf4-46eb-9cb6-be7ba59c0323,Trade,Buy,19.99,1383,1231
2025-07-24T02:26:13.4992953Z,73552a2b-e964-497e-b33a-8981d5e37354,New,Buy,19.98,0,821
2025-07-24T02:26:13.5092953Z,fbc07abe-2218-46f1-87fb-57ae36f006c7,Trade,Buy,19.99,493,8769
2025-07-24T02:26:13.5192953Z,82b940c9-73f7-4c99-aef0-56936deb06cf,New,Buy,19.98,0,167
2025-07-24T02:26:13.5192953Z,ee1e1a63-ccdd-4a4a-a884-b3eaabdb7785,Cancel,Sell,20.09,0,0
2025-07-24T02:26:13.5292953Z,9a195cb8-1bf4-46eb-9cb6-be7ba59c0323,Trade,Buy,19.99,1231,0
2025-07-24T02:26:13.5292953Z,fbc07abe-2218-46f1-87fb-57ae36f006c7,Trade,Buy,19.99,8769,0
2025-07-24T02:26:13.5292953Z,16224819-15af-4837-8a6d-6fae87b31ed9,Trade,Buy,19.99,452,2048
2025-07-24T02:26:13.5392953Z,a9fe6a70-68ce-491e-80f5-6bc11d2b833d,Trade,Buy,19.98,632,1868
2025-07-24T02:26:13.5492953Z,d3cee496-ad8c-4323-80ac-d36141d97cc6,Trade,Buy,19.98,602,1898
2025-07-24T02:26:13.5592953Z,484c39ac-2bd4-4550-9833-d60b3dd56097,Trade,Sell,20.00,1595,0
2025-07-24T02:26:13.5592953Z,e9174b69-7114-406b-a64e-9a424fd5b0a9,Trade,Sell,20.00,272,363
2025-07-24T02:26:13.5692953Z,b16032c3-47d9-4745-a2a0-4067aef9fdf2,Trade,Buy,19.98,444,2056
2025-07-24T02:26:13.5792953Z,0d547a36-a833-43c8-b2cc-ce4836f801b1,New,Sell,19.99,0,874
2025-07-24T02:26:13.5892953Z,0d547a36-a833-43c8-b2cc-ce4836f801b1,Trade,Sell,19.99,874,0
2025-07-24T02:26:13.5892953Z,dd310b94-9375-4e72-9657-b4d8432a26e7,Trade,Sell,20.00,2308,192
2025-07-24T02:26:13.5992953Z,06b17537-282c-4d79-bff9-90a94a50792b,Trade,Buy,19.98,615,1537
2025-07-24T02:26:13.6092953Z,558f3624-ce4e-4550-8477-999d97796069,New,Sell,20.02,0,2485
2025-07-24T02:26:13.6192953Z,237fb9bf-5853-4cdb-bced-d3fba1c1772c,New,Sell,20.02,0,333
2025-07-24T02:26:13.6292953Z,6fb8a80d-e618-4387-9de0-42f7df6cd4d9,Trade,Buy,19.98,751,0
2025-07-24T02:26:13.6292953Z,f01649fe-43a9-48a8-a335-1d2cace3ac4f,Trade,Buy,19.98,492,0
2025-07-24T02:26:13.6292953Z,dcb6eade-4ed5-44bb-8974-28da2e3c0976,Trade,Buy,19.98,3340,0
2025-07-24T02:26:13.6292953Z,b78d4c15-db30-4145-a521-56c92f724903,Trade,Buy,19.98,445,0
2025-07-24T02:26:13.6292953Z,73552a2b-e964-497e-b33a-8981d5e37354,Trade,Buy,19.98,821,0
2025-07-24T02:26:13.6292953Z,82b940c9-73f7-4c99-aef0-56936deb06cf,Trade,Buy,19.98,167,0
2025-07-24T02:26:13.6292953Z,06b17537-282c-4d79-bff9-90a94a50792b,Trade,Buy,19.98,1537,0
2025-07-24T02:26:13.6292953Z,59f41a0d-2b5d-44e1-8a00-e0c5959233ab,Trade,Buy,19.98,2500,0
2025-07-24T02:26:13.6292953Z,1b5bad50-ac51-4a44-9e54-32a6369e9246,Trade,Buy,19.97,1852,0
2025-07-24T02:26:13.6292953Z,9aa20e65-6bae-4248-a383-026c98f9b97f,Trade,Buy,19.97,1022,1130
2025-07-24T02:26:13.6292953Z,9cbdc6be-29f3-4b1e-ac3b-1f4d03e7df67,Cancel,Buy,19.96,0,0
2025-07-24T02:26:13.6392953Z,31c8f915-32ae-4f34-ac9d-d51d34bb21a4,New,Sell,19.99,0,592
2025-07-24T02:26:13.6492953Z,a92367c0-66a5-4073-93c8-c944aabfef4c,New,Buy,19.97,0,1047
2025-07-24T02:26:13.6592953Z,db686e47-455b-4e74-896a-f07c87ffe3e8,Trade,Buy,19.97,1021,1479
2025-07-24T02:26:13.6692953Z,b258414d-c8d3-415b-a758-6b32c55a375c,New,Sell,19.99,0,2251
2025-07-24T02:26:13.6792953Z,f6d1a33b-214d-4d29-af1d-4faeeedf173b,New,Sell,20.00,0,6844
2025-07-24T02:26:13.6892953Z,c4f9890b-9e2c-4c5c-b1ad-a8a9feffa5f5,New,Sell,19.99,0,507
2025-07-24T02:26:13.6992953Z,226d10ff-9625-4ca5-a94a-389480b55dd8,New,Buy,19.97,0,188
2025-07-24T02:26:13.7092953Z,1ec94ad2-e960-4971-a5f0-4455904d4137,New,Sell,19.98,0,4688
2025-07-24T02:26:13.7092953Z,10a37eff-8ed9-43c9-925b-8aa8971173bf,Cancel,Sell,20.04,0,0
2025-07-24T02:26:13.7192953Z,a92367c0-66a5-4073-93c8-c944aabfef4c,Trade,Buy,19.97,187,860
2025-07-24T02:26:13.7292953Z,40a2f1d8-414d-4664-a817-015c9b03f3b3,New,Sell,19.98,0,464
2025-07-24T02:26:13.7392953Z,226d10ff-9625-4ca5-a94a-389480b55dd8,Trade,Buy,19.97,188,0
2025-07-24T02:26:13.7392953Z,a92367c0-66a5-4073-93c8-c944aabfef4c,Trade,Buy,19.97,860,0
2025-07-24T02:26:13.7392953Z,78e3a35f-2c5b-4628-a749-1dcb301ac11b,Trade,Buy,19.97,44,2456
2025-07-24T02:26:13.7492953Z,fd23293c-f5e8-4f60-8f6c-f46b8a6223e7,Trade,Buy,19.96,1591,909
2025-07-24T02:26:13.7592953Z,3b2703ed-11e0-4e28-8e51-444a7e33ff61,New,Sell,19.98,0,1674
2025-07-24T02:26:13.7592953Z,f66aa1f3-252f-4bd4-b7c8-db886fbd2b8f,Cancel,Sell,20.02,0,0
2025-07-24T02:26:13.7692953Z,b8476b37-1ca4-4450-b671-69ddbaf7fc27,New,Sell,19.97,0,971
2025-07-24T02:26:13.7792953Z,b8476b37-1ca4-4450-b671-69ddbaf7fc27,Trade,Sell,19.97,971,0
2025-07-24T02:26:13.7792953Z,547e602d-3553-4ca1-a95e-17a9c7de8824,Trade,Sell,19.98,792,1708
2025-07-24T02:26:13.7892953Z,2342175e-29b3-4dd2-b8b2-4a604d0b2452,Trade,Buy,19.96,2500,0
2025-07-24T02:26:13.7892953Z,70dc3faa-e040-4d46-a4cf-274240b1aea0,Trade,Buy,19.95,2152,0
2025-07-24T02:26:13.7892953Z,970315b9-db5c-4ac0-98db-e7f68a1efb69,Trade,Buy,19.94,772,1080
2025-07-24T02:26:13.7892953Z,7efb97ba-a157-4946-b0d1-c315a0e25288,Cancel,Sell,20.10,0,0
2025-07-24T02:26:13.7992953Z,d12bb99f-071e-4140-9cfc-025b42948c61,New,Sell,19.96,0,16489
2025-07-24T02:26:13.8092953Z,52329203-b213-4fc6-9479-4b05ceb20924,New,Sell,19.96,0,3388
2025-07-24T02:26:13.8192953Z,d12bb99f-071e-4140-9cfc-025b42948c61,Trade,Sell,19.96,898,15591
2025-07-24T02:26:13.8192953Z,174998df-90e7-4f03-b90d-6671fc94e622,Cancel,Sell,20.09,0,0
2025-07-24T02:26:13.8292953Z,3f1ecbce-ca0a-4dda-8cb8-c246df275425,New,Sell,19.95,0,1096
2025-07-24T02:26:13.8392953Z,23466204-de99-4288-b09a-1737f9e975d0,New,Sell,19.95,0,638
2025-07-24T02:26:13.8492953Z,f4aad448-20bb-4dfd-809a-89956644164a,Trade,Buy,19.93,437,2063
2025-07-24T02:26:13.8592953Z,cc974738-a2d6-46fc-bcc9-09def3bc264d,New,Sell,19.95,0,1917
2025-07-24T02:26:13.8692953Z,478777ce-f0d9-4b95-b2bd-cc4b18edc0e0,New,Sell,19.95,0,8060
2025-07-24T02:26:13.8792953Z,0d0f894b-e03a-4d36-a52a-70b50f6c9e9a,Trade,Buy,19.93,539,1961
2025-07-24T02:26:13.8892953Z,3f43d070-eb78-4246-84cd-ac33f462ce46,Trade,Buy,19.93,1863,637
2025-07-24T02:26:13.8892953Z,d035a2b5-ea83-472c-b00f-7060c9e7f8f6,Cancel,Sell,20.01,0,0
2025-07-24T02:26:13.8992953Z,0219d403-2ce5-40da-bbc7-d22672d17893,New,Sell,19.96,0,1449
2025-07-24T02:26:13.9092953Z,4df77b76-cec1-43fa-9567-72ff69f9d3d9,Trade,Buy,19.93,2500,0
2025-07-24T02:26:13.9092953Z,2447f004-922a-4b06-b4e6-1c5119845a8d,Trade,Buy,19.93,616,400
2025-07-24T02:26:13.9192953Z,2447f004-922a-4b06-b4e6-1c5119845a8d,Trade,Buy,19.93,400,0
2025-07-24T02:26:13.9192953Z,4c711b06-e540-4586-8e0f-3d7af868bdab,Trade,Buy,19.93,2082,418
2025-07-24T02:26:13.9292953Z,4c711b06-e540-4586-8e0f-3d7af868bdab,Trade,Buy,19.93,418,0
2025-07-24T02:26:13.9292953Z,e55b50ef-0f0f-474a-906c-734513f35805,Trade,Buy,19.93,1551,531
2025-07-24T02:26:13.9392953Z,e55b50ef-0f0f-474a-906c-734513f35805,Trade,Buy,19.93,166,365
2025-07-24T02:26:13.9492953Z,266168d9-9b89-4e47-9a1a-405962fb57ea,Trade,Buy,19.93,1792,177
2025-07-24T02:26:13.9592953Z,a53bb892-8a35-49d9-8931-ed7f6fcae7c2,New,Buy,19.90,0,208
2025-07-24T02:26:13.9692953Z,e55b50ef-0f0f-474a-906c-734513f35805,Trade,Buy,19.93,365,0
2025-07-24T02:26:13.9692953Z,24ed5f06-3b48-4c8e-a39d-4340a46d7d9e,Trade,Buy,19.93,166,0
2025-07-24T02:26:13.9692953Z,266168d9-9b89-4e47-9a1a-405962fb57ea,Trade,Buy,19.93,177,0
2025-07-24T02:26:13.9692953Z,18300949-35bb-484d-af42-4c7d7fc5655e,Trade,Buy,19.93,386,1406
2025-07-24T02:26:13.9792953Z,3f1ecbce-ca0a-4dda-8cb8-c246df275425,Trade,Sell,19.95,1096,0
2025-07-24T02:26:13.9792953Z,23466204-de99-4288-b09a-1737f9e975d0,Trade,Sell,19.95,638,0
2025-07-24T02:26:13.9792953Z,cc974738-a2d6-46fc-bcc9-09def3bc264d,Trade,Sell,19.95,395,1522
2025-07-24T02:26:13.9892953Z,18300949-35bb-484d-af42-4c7d7fc5655e,Trade,Buy,19.93,1406,0
2025-07-24T02:26:13.9892953Z,52f01ecf-f669-46ea-8e53-282bed3e5898,Trade,Buy,19.93,1094,0
2025-07-24T02:26:13.9892953Z,0d8e8b59-6f63-43e2-8e1b-fd6b56fe2b7d,Trade,Buy,19.92,1370,782
2025-07-24T02:26:13.9992953Z,3a1d8cde-9f6f-416d-8055-e56bbbab44da,Trade,Buy,19.93,1077,1423
2025-07-24T02:26:14.0092953Z,62154736-ccb1-4746-b454-aefe2c7b42a4,New,Buy,19.93,0,452
2025-07-24T02:26:14.0192953Z,46dac242-a7b3-41ed-8e5e-6123b6d6f018,Trade,Sell,19.95,1278,1222
2025-07-24T02:26:14.0292953Z,62154736-ccb1-4746-b454-aefe2c7b42a4,Trade,Buy,19.93,452,0
2025-07-24T02:26:14.0292953Z,0cc9ea5e-3474-461b-8064-825bbcf04eda,Trade,Buy,19.93,30,2470
2025-07-24T02:26:14.0392953Z,f06a5fa7-ad94-4dae-bdd6-dcaf50f73026,New,Sell,19.94,0,1009
2025-07-24T02:26:14.0492953Z,4ed6173a-d529-4d7d-b19f-3134cefec418,Trade,Buy,19.92,174,2326
2025-07-24T02:26:14.0592953Z,f06a5fa7-ad94-4dae-bdd6-dcaf50f73026,Trade,Sell,19.94,1009,0
2025-07-24T02:26:14.0592953Z,0bac0d06-2c42-4f9b-be57-5bfe980f3b95,Trade,Sell,19.94,1523,977
2025-07-24T02:26:14.0692953Z,476018a5-a760-4f8e-9410-69e00f076810,Trade,Buy,19.92,1411,1089
2025-07-24T02:26:14.0792953Z,96e7074a-8d02-4d75-a33c-5d55cf7dccdc,New,Sell,19.95,0,563
2025-07-24T02:26:14.0792953Z,a211c847-e2a5-441d-9f6d-ee742f8bb41a,Cancel,Buy,19.86,0,0
2025-07-24T02:26:14.0892953Z,476018a5-a760-4f8e-9410-69e00f076810,Trade,Buy,19.92,209,880
2025-07-24T02:26:14.0992953Z,3e2f0a6a-88d4-461f-b5d0-5cfabb2fb035,Trade,Buy,19.92,799,612
2025-07-24T02:26:14.1092953Z,5a460cf5-0c7e-4e83-987d-14a7e97d86ee,New,Buy,19.93,0,178
2025-07-24T02:26:14.1192953Z,f3641e5e-80dc-4f2f-b016-e34eca0d2792,New,Buy,19.91,0,147
2025-07-24T02:26:14.1192953Z,a53bb892-8a35-49d9-8931-ed7f6fcae7c2,Cancel,Buy,19.90,0,0
2025-07-24T02:26:14.1292953Z,771929bc-8efe-4004-b04b-2cfac97b8840,Trade,Sell,19.95,1442,1058
2025-07-24T02:26:14.1392953Z,5a460cf5-0c7e-4e83-987d-14a7e97d86ee,Trade,Buy,19.93,178,0
2025-07-24T02:26:14.1392953Z,98001271-22c6-4ebb-b753-e5013c8c2f8c,Trade,Buy,19.93,2500,0
2025-07-24T02:26:14.1392953Z,c70efb4b-97a8-4c6a-85a8-b859540a6778,Trade,Buy,19.92,2152,0
2025-07-24T02:26:14.1392953Z,f3641e5e-80dc-4f2f-b016-e34eca0d2792,Trade,Buy,19.91,147,0
